______________________________________________________________________
Marvellous Process log
LOG file created as Sun Jun  2 10:28:32 2024
______________________________________________________________________
CONTENT OF FILE ARE :
______________________________________________________________________
{'pid': 0, 'username': 'root', 'name': 'kernel_task'} 
{'pid': 64980, 'username': 'shubhamwalhekar', 'name': 'swcd'} 
{'pid': 64981, 'username': 'root', 'name': 'containermanager'} 
{'pid': 64982, 'username': 'shubhamwalhekar', 'name': 'calaccessd'} 
{'pid': 64983, 'username': 'shubhamwalhekar', 'name': 'CoreLocationAgent'} 
{'pid': 64984, 'username': 'shubhamwalhekar', 'name': 'remindd'} 
{'pid': 64985, 'username': 'shubhamwalhekar', 'name': 'UsageTrackingAgent'} 
{'pid': 64986, 'username': 'shubhamwalhekar', 'name': 'ContextService'} 
{'pid': 64987, 'username': 'shubhamwalhekar', 'name': 'CategoriesService'} 
{'pid': 64988, 'username': 'shubhamwalhekar', 'name': 'CategoriesService'} 
{'pid': 64989, 'username': 'shubhamwalhekar', 'name': 'CategoriesService'} 
{'pid': 64990, 'username': 'shubhamwalhekar', 'name': 'CategoriesService'} 
{'pid': 64991, 'username': 'shubhamwalhekar', 'name': 'CategoriesService'} 
{'pid': 64992, 'username': 'shubhamwalhekar', 'name': 'csnameddatad'} 
{'pid': 64993, 'username': 'shubhamwalhekar', 'name': 'CategoriesService'} 
{'pid': 64995, 'username': 'shubhamwalhekar', 'name': 'iconservicesagent'} 
{'pid': 64996, 'username': '_iconservices', 'name': 'iconservicesd'} 
{'pid': 64998, 'username': 'shubhamwalhekar', 'name': 'WeatherWidget'} 
{'pid': 64999, 'username': 'shubhamwalhekar', 'name': 'pbs'} 
{'pid': 65015, 'username': 'shubhamwalhekar', 'name': 'AppleSpell'} 
{'pid': 65016, 'username': 'shubhamwalhekar', 'name': 'keyboardservicesd'} 
{'pid': 65020, 'username': 'root', 'name': 'sysmond'} 
{'pid': 65038, 'username': 'shubhamwalhekar', 'name': 'pidinfo'} 
{'pid': 65039, 'username': 'root', 'name': 'com.apple.Accoun'} 
{'pid': 65051, 'username': 'root', 'name': 'backupd-helper'} 
{'pid': 65053, 'username': 'shubhamwalhekar', 'name': 'dataaccessd'} 
{'pid': 65057, 'username': 'root', 'name': 'logd_helper'} 
{'pid': 65058, 'username': 'shubhamwalhekar', 'name': 'remotepairingd'} 
{'pid': 65059, 'username': 'shubhamwalhekar', 'name': 'com.apple.CoreSimulator.CoreSimulatorService'} 
{'pid': 65060, 'username': '_usbmuxd', 'name': 'RemotePairingDat'} 
{'pid': 65061, 'username': 'shubhamwalhekar', 'name': 'SimulatorTrampoline'} 
{'pid': 65065, 'username': 'shubhamwalhekar', 'name': 'DockHelper'} 
{'pid': 65066, 'username': 'root', 'name': 'systemsoundserve'} 
{'pid': 65067, 'username': 'root', 'name': 'AudioComponentRe'} 
{'pid': 65068, 'username': 'root', 'name': 'com.apple.audio.'} 
{'pid': 65070, 'username': 'root', 'name': 'coreduetd'} 
{'pid': 65071, 'username': 'shubhamwalhekar', 'name': 'CMFSyncAgent'} 
{'pid': 65087, 'username': 'shubhamwalhekar', 'name': 'zsh'} 
{'pid': 65106, 'username': 'root', 'name': 'amfid'} 
{'pid': 65115, 'username': 'root', 'name': 'rtcreportingd'} 
{'pid': 65116, 'username': 'shubhamwalhekar', 'name': 'assistantd'} 
{'pid': 65117, 'username': 'shubhamwalhekar', 'name': 'assistant_cdmd'} 
{'pid': 65118, 'username': 'shubhamwalhekar', 'name': 'homed'} 
{'pid': 65119, 'username': 'root', 'name': 'nehelper'} 
{'pid': 65120, 'username': 'shubhamwalhekar', 'name': 'neagent'} 
{'pid': 65123, 'username': 'shubhamwalhekar', 'name': 'siriknowledged'} 
{'pid': 65124, 'username': 'shubhamwalhekar', 'name': 'AssetCacheLocatorService'} 
{'pid': 65146, 'username': 'shubhamwalhekar', 'name': 'biomesyncd'} 
{'pid': 65147, 'username': 'root', 'name': 'powerdatad'} 
{'pid': 65203, 'username': 'root', 'name': 'securityd_system'} 
{'pid': 65224, 'username': 'root', 'name': 'countryd'} 
{'pid': 65285, 'username': 'shubhamwalhekar', 'name': 'OSDUIHelper'} 
{'pid': 65327, 'username': 'shubhamwalhekar', 'name': 'Google Chrome Helper (Renderer)'} 
{'pid': 65328, 'username': 'shubhamwalhekar', 'name': 'Google Chrome Helper (Renderer)'} 
{'pid': 65338, 'username': 'shubhamwalhekar', 'name': 'IntelligencePlatformComputeService'} 
{'pid': 65339, 'username': 'shubhamwalhekar', 'name': 'donotdisturbd'} 
{'pid': 65342, 'username': 'shubhamwalhekar', 'name': 'transparencyd'} 
{'pid': 65367, 'username': 'shubhamwalhekar', 'name': 'mdworker_shared'} 
{'pid': 65368, 'username': 'shubhamwalhekar', 'name': 'appstoreagent'} 
{'pid': 65369, 'username': 'shubhamwalhekar', 'name': 'iCloudNotificationAgent'} 
{'pid': 65370, 'username': 'shubhamwalhekar', 'name': 'akd'} 
{'pid': 65371, 'username': '_fpsd', 'name': 'adid'} 
{'pid': 65372, 'username': '_installcoordinationd', 'name': 'installcoordinat'} 
{'pid': 65373, 'username': 'root', 'name': 'com.apple.AppSto'} 
{'pid': 65374, 'username': 'shubhamwalhekar', 'name': 'followupd'} 
{'pid': 65375, 'username': 'shubhamwalhekar', 'name': 'cdpd'} 
{'pid': 65376, 'username': 'shubhamwalhekar', 'name': 'promotedcontentd'} 
{'pid': 65378, 'username': 'shubhamwalhekar', 'name': 'fmfd'} 
{'pid': 65388, 'username': 'shubhamwalhekar', 'name': 'Python'} 
{'pid': 65393, 'username': 'shubhamwalhekar', 'name': 'mdworker_shared'} 
{'pid': 65394, 'username': 'shubhamwalhekar', 'name': 'Google Chrome Helper (Renderer)'} 
______________________________________________________________________
